-13.125,45
-5.628,45
1.875,45
-43.125,15
-13.125,15
-5.625,15
1.875,15
41.875,15
-43.125,7.5
-13.125,7.5
1.875,7.5
41.875,7.5
-43.125,0
-13.125,0
-5.625,0
1.875,0
41.875,0
-13.125,-40
-5.625,-40
1.875,-40
